ZIP,Number of returns,Amount
92630,1275,780
92630,4190,1410
92630,8193,1780
92630,42550,5160
92630,58745,2170
92637,16734,2390
92637,309,120
92637,608,260
92637,1445,470
92637,2112,440
92637,6619,850
92637,5641,250
92646,128879,11830
92646,463,230
92646,1360,630
92646,3896,1240
92646,7788,1660
92646,44330,5320
92646,71042,2750
92647,87816,8230
92647,386,170
92647,929,590
92647,3045,1020
92647,6321,1330
92647,31433,3770
92647,45702,1350
92648,187362,9400
92648,357,170
92648,1288,490
92648,3386,890
92648,6974,1300
92648,32618,3550
92648,142739,3000
92649,147538,7310
92649,373,130
92649,716,350
92649,2677,710
92649,5128,1000
92649,26406,2950
92649,112238,2170
92651,351293,5720
92651,552,140
92651,625,210
92651,2192,380
92651,3261,510
92651,17964,1750
92651,326699,2730
92653,119711,5760
92653,208,100
92653,875,340
92653,1911,610
92653,3774,770
92653,18447,2230
92653,94496,1710
92655,2498,520
92655,12,30
92655,123,90
92655,377,130
92655,547,120
92655,953,130
92655,486,20
92656,140089,10940
92656,557,180
92656,1099,590
92656,4214,1220
92656,8528,1680
92656,41990,4780
92656,83701,2490
92657,311910,2740
92657,223,50
92657,343,70
92657,656,120
92657,1149,120
92657,7133,650
92657,302406,1730
92660,486145,8750
92660,985,200
92660,1168,300
92660,2610,590
92660,4165,740
92660,27148,2590
92660,450069,4330
92661,42048,780
92661,133,30
92661,99,40
92661,208,60
92661,488,90
92661,2850,250
92661,38270,310
92662,31342,670
92662,90,20
92662,97,30
92662,301,60
92662,527,70
92662,2456,200
92662,27871,290
92663,164112,4500
92663,414,120
92663,652,230
92663,1681,390
92663,3840,560
92663,15407,1470
92663,142118,1730
92672,121544,5930
92672,313,130
92672,883,330
92672,1894,540
92672,4043,770
92672,20869,2370
92672,93542,1790
92673,164287,6700
92673,309,100
92673,594,200
92673,1723,420
92673,2426,540
92673,21917,2550
92673,137318,2890
92675,160226,5610
92675,377,140
92675,763,380
92675,1823,570
92675,3160,680
92675,16467,1890
92675,137636,1950
92676,7748,440
92676,66,40
92676,153,50
92676,310,70
92676,1402,160
92676,5817,120
92677,268618,13920
92677,640,270
92677,1533,680
92677,4003,1180
92677,8542,1710
92677,47633,5400
92677,206267,4680
92679,228701,8040
92679,456,110
92679,610,230
92679,1635,450
92679,3854,720
92679,25920,2940
92679,196226,3590
92683,61029,9100
92683,244,210
92683,1635,1070
92683,4542,1680
92683,7378,1700
92683,27782,3580
92683,19448,860
92688,102975,9570
92688,254,160
92688,852,480
92688,3013,1030
92688,6296,1400
92688,37123,4510
92688,55437,1990
92691,88037,9390
92691,277,170
92691,1144,600
92691,2912,1050
92691,6108,1430
92691,34946,4350
92691,42650,1790
92692,149559,10260
92692,475,150
92692,1151,480
92692,2687,890
92692,6359,1380
92692,37827,4530
92692,101060,2830
92694,140547,6710
92694,339,60
92694,543,170
92694,1241,350
92694,2917,600
92694,24322,2750
92694,111185,2780
92701,11592,2290
92701,111,130
92701,740,620
92701,1319,570
92701,1713,440
92701,3375,450
92701,4334,80
92703,9818,2830
92703,189,150
92703,935,740
92703,1967,870
92703,1913,530
92703,3410,490
92703,1404,50
92704,33692,5680
92704,256,200
92704,1481,1160
92704,3578,1450
92704,4763,1180
92704,10314,1410
92704,13300,280
92705,177161,7580
92705,442,150
92705,800,440
92705,2316,680
92705,3536,820
92705,23165,2710
92705,146902,2780
92706,31911,3540
92706,112,80
92706,630,440
92706,1813,590
92706,2530,650
92706,10345,1310
92706,16481,470
92707,21621,4240
92707,246,170
92707,1166,970
92707,2523,1090
92707,3288,850
92707,7267,980
92707,7131,180
92708,96645,9520
92708,375,170
92708,1107,640
92708,3543,1150
92708,6891,1560
92708,34277,4220
92708,50452,1780
92780,51952,6150
92780,158,120
92780,1143,700
92780,2934,1040
92780,4567,1020
92780,19676,2420
92780,23474,850
92782,107258,6080
92782,215,90
92782,611,280
92782,2012,590
92782,4168,820
92782,21909,2400
92782,78343,1900
92801,21238,4590
92801,160,180
92801,1261,910
92801,2776,1110
92801,3728,940
92801,8947,1260
92801,4366,190
92802,18714,2960
92802,46,80
92802,694,480
92802,1635,650
92802,2360,600
92802,6922,970
92802,7057,180
92804,36113,7330
92804,247,230
92804,1728,1250
92804,4149,1650
92804,6250,1520
92804,16909,2350
92804,6830,330
92805,29096,5700
92805,159,160
92805,1357,980
92805,3360,1320
92805,5212,1260
92805,13001,1740
92805,6007,240
92806,27511,4100
92806,130,110
92806,817,480
92806,2146,780
92806,3521,800
92806,12546,1640
92806,8351,290
92807,121422,7600
92807,285,130
92807,849,430
92807,2501,770
92807,5035,1140
92807,27030,3400
92807,85722,1730
92808,68789,4790
92808,103,60
92808,566,220
92808,1452,460
92808,2942,620
92808,17881,2110
92808,45845,1320
92821,70880,6830
92821,238,120
92821,635,360
92821,2353,780
92821,4956,1100
92821,25549,3180
92821,37149,1290
92823,15535,1110
92823,116,60
92823,260,80
92823,584,130
92823,4329,510
92823,10246,330
92831,51463,4120
92831,205,80
92831,567,330
92831,1613,540
92831,3068,670
92831,13897,1700
92831,32113,800
92832,16365,2520
92832,52,70
92832,476,330
92832,1310,480
92832,2228,490
92832,7328,930
92832,4971,220
92833,60059,6760
92833,200,140
92833,1084,640
92833,2927,1030
92833,5148,1210
92833,20973,2740
92833,29727,1000
92835,82517,5030
92835,192,70
92835,493,220
92835,1487,460
92835,2899,640
92835,16851,2040
92835,60595,1600
92840,26165,5120
92840,183,170
92840,1075,760
92840,2897,1120
92840,4448,1110
92840,12817,1740
92840,4745,220
92841,18169,3020
92841,90,90
92841,658,470
92841,1715,660
92841,2440,590
92841,7645,1020
92841,5621,190
92843,15691,3220
92843,149,110
92843,911,660
92843,2063,820
92843,2716,660
92843,6059,850
92843,3793,120
92844,8250,1740
92844,56,60
92844,445,310
92844,1099,420
92844,1616,380
92844,3643,500
92844,1391,70
92845,29394,3360
92845,66,40
92845,263,170
92845,1110,400
92845,2414,570
92845,13616,1750
92845,11925,430
92860,38249,4040
92860,168,90
92860,602,300
92860,1604,570
92860,3168,730
92860,12993,1730
92860,19714,620
92861,51678,1500
92861,82,30
92861,93,30
92861,256,70
92861,479,110
92861,4041,450
92861,46727,810
92865,26212,3230
92865,96,50
92865,369,230
92865,1202,430
92865,2361,520
92865,12579,1570
92865,9605,430
92866,14443,1690
92866,92,40
92866,284,160
92866,841,280
92866,1410,300
92866,5469,680
92866,6347,230
92867,106803,6790
92867,180,110
92867,773,390
92867,2167,710
92867,4154,920
92867,23995,2880
92867,75534,1780
92868,14554,2270
92868,69,70
92868,475,300
92868,1402,480
92868,2316,500
92868,6021,790
92868,4271,130
92869,103280,6680
92869,295,120
92869,842,450
92869,2228,740
92869,4681,960
92869,22944,2830
92869,72290,1580
92870,69134,8220
92870,206,130
92870,987,530
92870,3031,1100
92870,5437,1260
92870,30656,3890
92870,28817,1310
92879,33995,5330
92879,253,150
92879,900,650
92879,2993,1140
92879,4788,1180
92879,13330,1860
92879,11731,350
92880,85370,11940
92880,250,210
92880,1468,840
92880,4061,1540
92880,8318,2090
92880,44052,5910
92880,27221,1350
92881,55586,5270
92881,169,110
92881,490,330
92881,1746,630
92881,3478,860
92881,18325,2410
92881,31378,930
92882,70963,9110
92882,251,180
92882,1472,870
92882,4117,1540
92882,6900,1740
92882,28027,3770
92882,30196,1010
92883,49640,6120
92883,213,110
92883,563,340
92883,2138,800
92883,4484,1150
92883,21449,2850
92883,20793,870
92886,196890,10730
92886,492,160
92886,1045,420
92886,2819,860
92886,5877,1290
92886,38206,4590
92886,148451,3410
92887,91474,4830
92887,203,60
92887,407,190
92887,1253,350
92887,2421,530
92887,16534,1960
92887,70656,1740
93001,49284,3880
93001,195,120
93001,780,350
93001,1828,610
93001,3334,680
93001,11416,1340
93001,31731,780
93003,77194,7820
93003,373,170
93003,977,530
93003,3238,1090
93003,6107,1400
93003,27106,3380
93003,39393,1250
93004,36547,5000
93004,186,100
93004,593,330
93004,1978,690
93004,3568,850
93004,18400,2450
93004,11822,580
93010,92839,7380
93010,450,160
93010,833,420
93010,2403,840
93010,4896,1130
93010,26040,3390
93010,58217,1440
93012,105866,7070
93012,343,120
93012,671,330
93012,2135,730
93012,4399,1000
93012,24552,3040
93012,73766,1850
93013,26604,2010
93013,85,40
93013,483,160
93013,762,250
93013,1335,300
93013,7050,830
93013,16889,430
93015,9745,1720
93015,41,40
93015,293,210
93015,971,340
93015,1315,350
93015,4769,670
93015,2356,110
93021,91114,7130
93021,162,120
93021,772,430
93021,2135,770
93021,4203,940
93021,25681,3100
93021,58161,1770
93022,9953,1000
93022,66,30
93022,236,80
93022,352,140
93022,854,200
93022,3330,410
93022,5115,140
93023,44878,2880
93023,138,70
93023,726,180
93023,1344,380
93023,2125,430
93023,9246,1130
93023,31299,690
93030,25867,4590
93030,88,100
93030,854,620
93030,2874,940
93030,3655,950
93030,11477,1710
93030,6919,270
93033,15892,4280
93033,152,160
93033,1296,930
93033,2792,1220
93033,3496,980
93033,5470,910
93033,2686,80
93035,40019,4190
93035,201,90
93035,606,350
93035,1942,650
93035,3625,810
93035,13250,1710
93035,20395,580
93036,31223,4810
93036,137,100
93036,807,500
93036,2424,860
93036,4112,1000
93036,14239,1950
93036,9504,400
93041,9813,1940
93041,39,50
93041,475,300
93041,1205,460
93041,1753,410
93041,4578,620
93041,1763,100
93060,18636,2560
93060,77,60
93060,531,380
93060,1477,540
93060,1887,510
93060,6047,860
93060,8617,210
93063,86710,10060
93063,338,210
93063,1098,710
93063,4008,1340
93063,7412,1730
93063,36236,4580
93063,37618,1490
93065,133528,13090
93065,641,220
93065,1458,910
93065,4814,1650
93065,9038,2120
93065,45443,5660
93065,72134,2530
93066,13736,560
93066,77,30
93066,235,60
93066,349,70
93066,1711,190
93066,11364,210
93101,53882,2830
93101,200,80
93101,758,230
93101,1261,350
93101,2521,470
93101,10513,1070
93101,38629,630
93103,38263,2190
93103,108,40
93103,442,180
93103,888,240
93103,1655,310
93103,7288,790
93103,27882,630
93105,83034,4700
93105,293,80
93105,607,210
93105,1928,490
93105,2940,570
93105,16962,1790
93105,60304,1560
93108,194749,2430
93108,432,80
93108,198,60
93108,600,120
93108,1539,190
93108,7669,670
93108,184311,1310
93109,43177,1980
93109,124,40
93109,326,90
93109,582,150
93109,1378,250
93109,6454,730
93109,34313,720
93110,58562,2550
93110,155,80
93110,266,140
93110,1053,280
93110,1500,310
93110,7767,920
93110,47821,820
93111,48934,3370
93111,128,50
93111,281,160
93111,1054,340
93111,2193,460
93111,11928,1420
93111,33350,940
93117,57133,4570
93117,309,100
93117,556,280
93117,1611,510
93117,3239,680
93117,16673,2010
93117,34745,990
93202,488,160
93202,74,60
93202,111,50
93202,92,30
93202,211,20
93203,1378,430
93203,152,120
93203,284,140
93203,279,90
93203,663,80
93204,559,170
93204,45,30
93204,111,50
93204,164,50
93204,239,40
93205,264,60
93205,61,30
93205,203,30
93206,1638,90
93206,117,50
93206,221,20
93206,1300,20
93210,5780,950
93210,28,30
93210,143,100
93210,522,210
93210,767,190
93210,2304,350
93210,2016,70
93212,4304,690
93212,9,30
93212,215,190
93212,433,200
93212,377,110
93212,794,130
93212,2476,30
93215,11155,1970
93215,123,80
93215,564,480
93215,1151,480
93215,1366,400
93215,3128,470
93215,4823,60
93219,438,150
93219,65,60
93219,69,40
93219,65,20
93219,239,30
93221,12492,1330
93221,11,20
93221,251,140
93221,579,220
93221,881,230
93221,3894,530
93221,6876,190
93223,848,280
93223,95,100
93223,177,90
93223,121,40
93223,455,50
93225,3084,530
93225,97,70
93225,290,110
93225,633,140
93225,1329,180
93225,735,30
93226,178,30
93226,178,30
93230,40186,5380
93230,267,130
93230,1245,720
93230,2935,1100
93230,4055,1030
93230,13486,1940
93230,18198,460
93235,322,80
93235,53,20
93235,104,40
93235,165,20
93238,1298,180
93238,40,30
93238,146,30
93238,190,40
93238,922,80
93240,1652,320
93240,92,70
93240,126,50
93240,267,70
93240,816,110
93240,351,20
93241,757,260
93241,102,100
93241,153,70
93241,116,40
93241,386,50
93242,1612,170
93242,54,40
93242,103,30
93242,116,30
93242,1339,70
93243,928,140
93243,40,30
93243,59,20
93243,114,30
93243,715,60
93244,559,60
93244,65,20
93244,494,40
93245,19135,2880
93245,98,90
93245,550,390
93245,1388,560
93245,2142,600
93245,7097,1050
93245,7860,190
93247,3170,620
93247,41,30
93247,176,150
93247,267,140
93247,422,110
93247,1060,150
93247,1204,40
93249,45,30
93249,45,30
93250,1498,390
93250,181,110
93250,238,110
93250,306,90
93250,773,80
93252,384,70
93252,120,40
93252,264,30
93254,181,30
93254,181,30
93255,119,20
93255,119,20
93256,500,100
93256,69,40
93256,78,30
93256,353,30
93257,21176,3980
93257,149,140
93257,878,730
93257,2018,910
93257,2923,810
93257,7630,1140
93257,7578,250
93263,9536,1200
93263,23,30
93263,269,200
93263,718,310
93263,925,240
93263,2813,350
93263,4788,70
93265,4705,570
93265,124,60
93265,264,100
93265,315,80
93265,1903,250
93265,2099,80
93266,735,60
93266,47,30
93266,688,30
93267,2012,250
93267,224,70
93267,130,50
93267,141,40
93267,791,70
93267,726,20
93268,6540,1090
93268,219,130
93268,569,220
93268,955,230
93268,3208,440
93268,1589,70
93270,1326,260
93270,54,60
93270,137,60
93270,167,50
93270,968,90
93271,2560,340
93271,61,30
93271,159,60
93271,298,60
93271,969,140
93271,1073,50
93272,2650,80
93272,58,20
93272,120,30
93272,2472,30
93274,38796,5010
93274,267,150
93274,1257,790
93274,2941,1120
93274,3832,970
93274,11449,1640
93274,19050,340
93277,35252,5080
93277,235,140
93277,1015,680
93277,2582,1000
93277,3970,1010
93277,13150,1790
93277,14300,460
93280,6147,1000
93280,76,50
93280,297,240
93280,546,250
93280,693,200
93280,1404,220
93280,3131,40
93283,252,70
93283,98,40
93283,154,30
93285,671,130
93285,33,20
93285,164,50
93285,474,60
93286,2278,390
93286,110,90
93286,178,80
93286,355,80
93286,883,120
93286,752,20
93291,63714,5700
93291,290,140
93291,941,540
93291,2633,950
93291,4034,1010
93291,16360,2190
93291,39456,870
93292,26308,3890
93292,160,110
93292,730,510
93292,2201,790
93292,3126,780
93292,9990,1390
93292,10101,310
93301,12106,870
93301,31,20
93301,179,120
93301,453,140
93301,713,150
93301,2514,280
93301,8216,160
93304,6701,1890
93304,73,90
93304,635,530
93304,1417,580
93304,1455,350
93304,1935,290
93304,1186,50
93305,6315,1220
93305,46,60
93305,330,280
93305,820,320
93305,842,220
93305,2003,270
93305,2274,70
93306,46129,6310
93306,203,180
93306,1212,840
93306,3179,1260
93306,4884,1280
93306,15723,2180
93306,20928,570
93307,11787,3050
93307,74,140
93307,1018,820
93307,2250,950
93307,2081,580
93307,3079,490
93307,3285,70
93308,38463,4680
93308,203,110
93308,874,580
93308,2441,890
93308,4180,980
93308,13082,1680
93308,17683,440
93309,46208,5000
93309,203,150
93309,1111,750
93309,2870,1100
93309,3908,980
93309,11279,1520
93309,26837,500
93311,98164,8100
93311,328,140
93311,996,580
93311,3246,1170
93311,6092,1490
93311,24617,3200
93311,62885,1520
93312,85429,10470
93312,259,160
93312,1081,690
93312,4198,1550
93312,8072,2010
93312,36101,4850
93312,35718,1210
93313,29304,5910
93313,161,160
93313,1342,890
93313,3968,1530
93313,5176,1390
93313,11645,1730
93313,7012,210
93314,70364,6140
93314,207,70
93314,602,290
93314,1787,640
93314,4251,980
93314,23341,3030
93314,40176,1130
93401,67245,4340
93401,239,80
93401,538,230
93401,1426,440
93401,3507,630
93401,15981,1870
93401,45554,1090
93402,15037,2070
93402,84,50
93402,267,180
93402,960,340
93402,1680,420
93402,6287,860
93402,5759,220
93405,26508,2080
93405,143,60
93405,229,90
93405,878,230
93405,1300,300
93405,7402,920
93405,16556,480
93420,57965,4740
93420,312,110
93420,550,280
93420,1477,510
93420,2901,720
93420,17073,2130
93420,35652,990
93422,37127,4710
93422,151,80
93422,632,360
93422,2031,740
93422,3582,880
93422,15699,2100
93422,15032,550
93426,1222,120
93426,91,30
93426,119,30
93426,283,40
93426,729,20
93427,8583,870
93427,209,90
93427,324,110
93427,593,140
93427,2984,400
93427,4473,130
93428,9561,960
93428,58,30
93428,166,70
93428,319,130
93428,581,150
93428,2713,380
93428,5724,200
93430,6291,470
93430,137,40
93430,222,50
93430,404,70
93430,1667,200
93430,3861,110
93432,2557,200
93432,137,50
93432,119,30
93432,624,80
93432,1677,40
93433,10111,1420
93433,40,40
93433,332,140
93433,646,240
93433,1300,300
93433,4218,560
93433,3575,140
93434,1438,300
93434,80,60
93434,213,90
93434,279,70
93434,866,80
93436,30823,5100
93436,144,110
93436,815,540
93436,2602,1010
93436,4338,1080
93436,14197,2000
93436,8727,360
93437,196,40
93437,196,40
93442,11475,1360
93442,70,30
93442,212,120
93442,606,190
93442,1012,240
93442,4511,580
93442,5064,200
93444,31419,3300
93444,137,70
93444,528,270
93444,1178,430
93444,2340,570
93444,10847,1440
93444,16389,520
93445,2620,530
93445,154,100
93445,326,110
93445,531,130
93445,1275,170
93445,334,20
93446,47793,5730
93446,330,140
93446,931,490
93446,2599,920
93446,4329,1090
93446,17513,2400
93446,22091,690
93449,21538,1540
93449,83,30
93449,270,100
93449,515,160
93449,965,210
93449,5219,630
93449,14486,410
93450,1084,40
93450,1084,40
93451,2356,430
93451,112,70
93451,249,100
93451,340,90
93451,940,140
93451,715,30
93452,163,30
93452,163,30
93453,3046,370
93453,84,40
93453,183,70
93453,275,70
93453,1239,160
93453,1265,30
93454,21768,3090
93454,93,90
93454,620,410
93454,1724,710
93454,2709,700
93454,6768,980
93454,9854,200
93455,58679,6750
93455,209,140
93455,806,500
93455,2767,1010
93455,5368,1350
93455,21519,2970
93455,28010,780
93458,9399,2390
93458,98,80
93458,550,440
93458,1417,610
93458,1990,580
93458,4037,630
93458,1307,50
93460,20714,1000
93460,50,20
93460,238,60
93460,282,90
93460,553,120
93460,3642,420
93460,15949,290
93461,420,90
93461,140,70
93461,280,20
93463,24492,1370
93463,210,100
93463,493,120
93463,917,190
93463,4582,570
93463,18290,390
93465,22143,1700
93465,56,30
93465,223,90
93465,657,210
93465,1133,260
93465,5710,750
93465,14364,360
93501,1280,230
93501,68,40
93501,147,40
93501,224,50
93501,841,100
93505,3650,700
93505,14,20
93505,147,90
93505,416,140
93505,659,160
93505,1898,260
93505,516,30
93510,15437,1620
93510,77,30
93510,191,100
93510,596,190
93510,1358,270
93510,6272,780
93510,6943,250
93513,891,160
93513,20,20
93513,59,20
93513,170,40
93513,642,80
93514,11913,1450
93514,80,40
93514,222,100
93514,519,200
93514,1208,300
93514,4567,640
93514,5317,170
93516,492,80
93516,64,30
93516,133,20
93516,295,30
93517,351,70
93517,94,40
93517,257,30
93518,638,110
93518,171,60
93518,467,50
93523,878,170
93523,175,50
93523,172,50
93523,531,70
93526,401,60
93526,96,30
93526,305,30
93527,1609,230
93527,159,60
93527,176,40
93527,1274,130
93531,1780,130
93531,81,20
93531,106,20
93531,507,60
93531,1086,30
93532,2607,420
93532,91,60
93532,271,90
93532,374,90
93532,1247,160
93532,624,20
93534,12937,2800
93534,129,150
93534,881,660
93534,1642,650
93534,2257,540
93534,4871,680
93534,3157,120
93535,19517,5390
93535,370,280
93535,1846,1330
93535,3555,1450
93535,4158,1070
93535,7654,1150
93535,1934,110
93536,67410,10390
93536,344,230
93536,1538,930
93536,4767,1730
93536,9204,2250
93536,32509,4400
93536,19048,850
93543,4181,970
93543,27,50
93543,305,190
93543,591,230
93543,782,200
93543,1939,270
93543,537,30
93544,557,110
93544,73,40
93544,104,30
93544,380,40
93545,1152,160
93545,79,40
93545,138,40
93545,935,80
93546,10708,960
93546,56,40
93546,188,100
93546,508,130
93546,604,140
93546,2965,380
93546,6387,170
93550,18117,5120
93550,179,240
93550,1660,1280
93550,3572,1470
93550,4016,1030
93550,6825,1000
93550,1865,100
93551,68714,9070
93551,313,200
93551,1370,770
93551,3653,1390
93551,7214,1730
93551,29834,3930
93551,26330,1050
93552,14255,4060
93552,105,160
93552,1192,910
93552,2702,1150
93552,3268,870
93552,6042,910
93552,946,60
93553,1116,190
93553,31,20
93553,103,40
93553,178,40
93553,804,90
93555,25864,3890
93555,58,50
93555,544,260
93555,1889,620
93555,3487,790
93555,13716,1820
93555,6170,350
93560,11537,2240
93560,100,60
93560,570,350
93560,1298,460
93560,1994,470
93560,6058,810
93560,1517,90
93561,25734,3880
93561,77,70
93561,473,250
93561,1719,640
93561,3266,790
93561,13119,1800
93561,7080,330
93562,342,60
93562,51,20
93562,109,20
93562,182,20
93591,1304,370
93591,7,20
93591,146,100
93591,251,100
93591,333,80
93591,567,70
93601,1637,200
93601,41,20
93601,75,30
93601,193,40
93601,661,90
93601,667,20
93602,2792,400
93602,52,40
93602,162,60
93602,312,80
93602,1228,180
93602,1038,40
93604,930,90
93604,76,30
93604,337,40
93604,517,20
93609,10157,260
93609,139,50
93609,130,60
93609,256,60
93609,549,70
93609,9083,20
93610,11129,1050
93610,69,30
93610,218,130
93610,547,190
93610,849,200
93610,2961,390
93610,6485,110
93611,58944,7330
93611,177,120
93611,955,500
93611,3143,1050
93611,5517,1370
93611,25306,3430
93611,23846,860
93612,11294,2100
93612,93,90
93612,570,390
93612,1217,460
93612,1724,430
93612,4520,640
93612,3170,90
93614,10194,1430
93614,37,40
93614,199,120
93614,553,220
93614,1159,300
93614,4183,600
93614,4063,150
93615,471,70
93615,152,50
93615,319,20
93616,359,70
93616,36,20
93616,123,30
93616,200,20
93618,7083,1340
93618,48,40
93618,350,270
93618,785,320
93618,956,270
93618,2538,360
93618,2406,80
93619,105334,8600
93619,439,100
93619,728,380
93619,2626,950
93619,5207,1240
93619,31083,4040
93619,65251,1890
93620,5477,480
93620,30,20
93620,91,70
93620,322,120
93620,341,90
93620,1056,130
93620,3637,50
93621,132,30
93621,132,30
93622,6142,340
93622,80,70
93622,200,80
93622,338,60
93622,623,80
93622,4901,50
93625,4905,740
93625,18,20
93625,142,100
93625,454,160
93625,498,120
93625,2212,290
93625,1581,50
93626,8439,380
93626,56,20
93626,89,40
93626,192,50
93626,1263,170
93626,6839,100
93630,10220,1020
93630,61,40
93630,291,170
93630,516,220
93630,908,200
93630,2322,290
93630,6122,100
93631,23120,1840
93631,74,40
93631,270,170
93631,1086,300
93631,1376,290
93631,5667,760
93631,14647,280
93635,21517,3430
93635,99,80
93635,768,440
93635,2113,830
93635,3254,830
93635,7816,1070
93635,7467,180
93636,16888,1830
93636,52,30
93636,266,150
93636,782,270
93636,1349,360
93636,6089,810
93636,8350,210
93637,30456,2920
93637,137,90
93637,729,470
93637,1897,670
93637,2283,540
93637,6901,900
93637,18509,250
93638,7370,1810
93638,63,80
93638,544,430
93638,1248,470
93638,1241,350
93638,2846,420
93638,1428,60
93640,633,120
93640,53,50
93640,118,50
93640,462,20
93641,242,30
93641,242,30
93643,1796,290
93643,44,40
93643,137,50
93643,177,60
93643,778,110
93643,660,30
93644,7549,860
93644,57,30
93644,159,100
93644,350,130
93644,588,150
93644,2426,340
93644,3969,110
93645,760,40
93645,760,40
93646,1061,160
93646,64,60
93646,151,40
93646,58,20
93646,788,40
93647,911,220
93647,85,80
93647,111,50
93647,124,40
93647,591,50
93648,2040,360
93648,179,140
93648,215,100
93648,177,50
93648,1469,70
93650,2122,140
93650,31,30
93650,78,30
93650,100,30
93650,1913,50
93651,2607,290
93651,113,40
93651,229,50
93651,1205,160
93651,1060,40
93653,697,120
93653,95,40
93653,109,30
93653,493,50
93654,14678,1950
93654,62,60
93654,390,270
93654,945,360
93654,1620,420
93654,5079,700
93654,6582,140
93656,1903,240
93656,110,60
93656,168,60
93656,110,30
93656,704,70
93656,811,20
93657,22860,2810
93657,109,90
93657,631,410
93657,1835,600
93657,1946,520
93657,6632,940
93657,11707,250
93660,232,60
93660,59,40
93660,173,20
93662,9600,1560
93662,118,70
93662,428,310
93662,885,360
93662,1114,320
93662,3035,420
93662,4020,80
93664,1645,150
93664,117,40
93664,577,80
93664,951,30
93667,1815,280
93667,34,30
93667,97,40
93667,213,60
93667,805,120
93667,666,30
93668,881,60
93668,147,40
93668,734,20
93675,1501,300
93675,91,50
93675,165,60
93675,340,80
93675,905,110
93701,565,130
93701,55,60
93701,149,50
93701,361,20
93702,1651,680
93702,20,70
93702,272,270
93702,336,160
93702,297,90
93702,726,90
93703,2788,890
93703,71,70
93703,406,310
93703,604,240
93703,487,140
93703,1220,130
93704,34103,2920
93704,166,80
93704,776,360
93704,1683,540
93704,2510,540
93704,8181,1020
93704,20787,380
93705,5912,1550
93705,36,60
93705,553,390
93705,1141,440
93705,1306,320
93705,2149,310
93705,727,30
93706,8439,960
93706,75,70
93706,412,210
93706,611,210
93706,734,150
93706,2139,240
93706,4468,80
93710,12148,2390
93710,74,80
93710,513,370
93710,1515,550
93710,2299,530
93710,5086,730
93710,2661,130
93711,122512,6570
93711,278,120
93711,954,430
93711,2980,780
93711,4568,960
93711,20979,2550
93711,92753,1730
93720,80839,7710
93720,203,120
93720,1012,470
93720,3019,1010
93720,5615,1330
93720,27110,3410
93720,43880,1370
93721,2045,140
93721,74,30
93721,91,30
93721,122,20
93721,386,40
93721,1372,20
93722,40605,7250
93722,189,240
93722,1718,1210
93722,4462,1720
93722,5817,1460
93722,15783,2250
93722,12636,370
93723,11071,1410
93723,78,40
93723,297,140
93723,678,240
93723,1177,270
93723,4118,590
93723,4723,130
93725,9102,1000
93725,52,70
93725,394,260
93725,574,250
93725,798,160
93725,1448,190
93725,5836,70
93726,6867,1860
93726,88,110
93726,722,520
93726,1485,540
93726,1337,340
93726,2260,310
93726,975,40
93727,36466,5860
93727,164,170
93727,1365,930
93727,3741,1470
93727,4688,1260
93727,11910,1770
93727,14598,260
93728,3103,730
93728,17,30
93728,277,190
93728,571,190
93728,605,140
93728,1082,150
93728,551,30
93730,55262,2780
93730,82,40
93730,256,100
93730,637,210
93730,1610,350
93730,8738,1040
93730,43939,1040
93901,26976,3040
93901,206,60
93901,444,240
93901,1346,460
93901,2573,580
93901,9945,1270
93901,12462,430
93905,9862,2580
93905,53,70
93905,671,460
93905,1542,710
93905,1982,610
93905,4267,670
93905,1347,60
93906,26443,5190
93906,108,100
93906,925,650
93906,3008,1180
93906,4210,1110
93906,12897,1860
93906,5295,290
93907,22268,2900
93907,47,60
93907,380,230
93907,1298,420
93907,2294,560
93907,9688,1270
93907,8561,360
93908,61635,2950
93908,228,50
93908,328,90
93908,577,210
93908,1749,260
93908,10421,1230
93908,48332,1110
93920,1227,80
93920,111,40
93920,1116,40
93923,69227,2430
93923,102,50
93923,216,90
93923,664,180
93923,1505,250
93923,8063,860
93923,58677,1000
93924,29346,1250
93924,100,40
93924,145,60
93924,529,110
93924,730,140
93924,4177,460
93924,23665,440
93925,796,100
93925,130,50
93925,666,50
93926,4861,790
93926,165,120
93926,492,200
93926,671,190
93926,1508,230
93926,2025,50
93927,4617,960
93927,32,20
93927,226,180
93927,662,250
93927,814,230
93927,1418,230
93927,1465,50
93930,6683,960
93930,28,30
93930,163,120
93930,590,210
93930,853,210
93930,2210,300
93930,2839,90
93933,15675,2290
93933,47,50
93933,419,210
93933,995,370
93933,1947,420
93933,7800,1020
93933,4467,220
93940,80954,4320
93940,182,90
93940,626,280
93940,1689,520
93940,3264,670
93940,14452,1700
93940,60741,1060
93950,29007,2490
93950,156,50
93950,324,150
93950,1044,290
93950,1726,360
93950,8914,1070
93950,16843,570
93953,49255,1110
93953,164,60
93953,271,60
93953,534,100
93953,3416,350
93953,44870,540
93955,15164,2430
93955,88,80
93955,478,310
93955,1263,500
93955,1938,460
93955,6827,890
93955,4570,190
93960,9009,1410
93960,17,30
93960,289,200
93960,866,330
93960,1171,320
93960,2923,460
93960,3743,70
94002,162333,6780
94002,258,100
94002,603,160
94002,1449,320
