"ZIP
code [1]",State and local income taxes,
,Number of returns,Amount
94520,100,115
94520,430,753
94520,720,2014
94520,690,3182
94520,1190,9778
94520,210,13537
,,
94521,"8,390","80,033"
94521,120,167
94521,460,863
94521,970,2876
94521,1310,5990
94521,3990,33508
94521,1540,36629
,,
94523,"7,530","86,627"
94523,120,280
94523,340,696
94523,630,2013
94523,1060,5331
94523,3450,30756
94523,1930,47551
,,
94525,540,"4,085"
94525,**,**
94525,50,73
94525,80,219
94525,100,471
94525,240,2102
94525,70,1220
,,
94526,"9,290","254,441"
94526,110,482
94526,210,708
94526,490,1740
94526,750,3729
94526,3190,29248
94526,4540,218534
,,
94530,"5,070","67,136"
94530,90,194
94530,260,529
94530,480,1534
94530,640,3085
94530,2230,20124
94530,1370,41670
,,
94531,"7,340","46,956"
94531,170,297
94531,670,1081
94531,1250,3346
94531,1400,5877
94531,3220,24766
94531,630,11589
,,
94533,"8,200","50,240"
94533,190,274
94533,1020,1632
94533,1660,4603
94533,1580,6477
94533,3120,23269
94533,630,13985
,,
94534,"8,490","93,252"
94534,130,252
94534,450,860
94534,900,2710
94534,1330,5700
94534,3950,32376
94534,1730,51354
,,
94535,80,396
94535,**,**
94535,**,**
94535,40,100
94535,**,**
94535,40,296
94535,**,**
,,
94536,"12,820","172,471"
94536,140,267
94536,450,969
94536,1030,3279
94536,1510,7617
94536,5420,49276
94536,4270,111063
,,
94538,"10,170","113,551"
94538,150,460
94538,520,1003
94538,950,2937
94538,1460,7210
94538,4510,41615
94538,2580,60326
,,
94539,"12,710","334,962"
94539,120,390
94539,310,942
94539,490,1822
94539,810,4707
94539,3850,37374
94539,7130,289727
,,
94541,"7,540","52,544"
94541,170,296
94541,790,1246
94541,1450,4467
94541,1490,6842
94541,2930,24368
94541,710,15325
,,
94542,"2,840","41,061"
94542,50,107
94542,140,303
94542,260,871
94542,360,1792
94542,1160,10412
94542,870,27576
,,
94544,"8,140","53,748"
94544,170,212
94544,900,1481
94544,1690,4880
94544,1660,7295
94544,3070,23943
94544,650,15937
,,
94545,"4,930","38,542"
94545,100,140
94545,470,694
94545,840,2510
94545,920,4037
94545,2030,16676
94545,570,14485
,,
94546,"8,170","85,762"
94546,120,340
94546,420,775
94546,960,3002
94546,1260,5944
94546,3870,33320
94546,1540,42381
,,
94547,"5,360","41,279"
94547,80,110
94547,340,627
94547,790,2292
94547,960,4202
94547,2450,19403
94547,740,14645
,,
94549,"7,820","339,741"
94549,120,642
94549,180,596
94549,330,1449
94549,510,2962
94549,2310,22473
94549,4370,311619
,,
94550,"11,380","181,372"
94550,110,385
94550,330,754
94550,750,2727
94550,1140,5646
94550,5100,44876
94550,3950,126984
,,
94551,"8,500","90,422"
94551,90,235
94551,380,714
94551,810,2604
94551,1230,5945
94551,4150,36622
94551,1840,44302
,,
94552,"3,790","63,525"
94552,30,91
94552,130,274
94552,210,828
94552,340,1670
94552,1630,14920
94552,1450,45742
,,
94553,"9,970","100,877"
94553,140,289
94553,590,1063
94553,1230,3735
94553,1690,7778
94553,4610,38848
94553,1710,49164
,,
94555,"7,390","117,443"
94555,60,81
94555,240,511
94555,440,1253
94555,680,3332
94555,2780,25863
94555,3190,86403
,,
94556,"4,150","111,099"
94556,60,177
94556,90,273
94556,190,711
94556,320,1620
94556,1260,11528
94556,2230,96790
,,
94558,"10,310","151,861"
94558,200,441
94558,660,1295
94558,1250,4058
94558,1530,6890
94558,4180,34877
94558,2490,104300
,,
94559,"3,700","43,953"
94559,80,134
94559,290,675
94559,550,1680
94559,610,2849
94559,1460,12645
94559,710,25970
,,
94560,"7,820","79,663"
94560,100,142
94560,420,671
94560,910,2644
94560,1250,5881
94560,3430,29525
94560,1710,40800
,,
94561,"7,110","47,776"
94561,140,225
94561,580,1086
94561,1090,2981
94561,1360,5543
94561,3330,25324
94561,610,12617
,,
94563,"5,700","245,961"
94563,90,359
94563,110,472
94563,200,864
94563,320,2005
94563,1500,15070
94563,3480,227191
,,
94564,"3,500","24,788"
94564,80,67
94564,290,476
94564,640,1877
94564,620,2706
94564,1520,11982
94564,350,7680
,,
94565,"10,780","58,749"
94565,310,459
94565,1530,2210
94565,2280,5985
94565,2170,8996
94565,3900,29490
94565,590,11609
,,
94566,"10,620","301,603"
94566,110,573
94566,280,918
94566,510,1976
94566,880,4763
94566,3520,33481
94566,5320,259892
,,
94567,70,"1,018"
94567,**,**
94567,30,75
94567,**,**
94567,**,**
94567,40,943
94567,**,**
,,
94568,"13,730","222,192"
94568,90,211
94568,330,825
94568,730,2754
94568,1270,6317
94568,5670,53642
94568,5640,158443
,,
94571,"1,580","9,623"
94571,50,82
94571,140,255
94571,290,789
94571,300,1158
94571,660,4894
94571,140,2445
,,
94572,"1,260","7,467"
94572,30,19
94572,130,226
94572,230,596
94572,260,1106
94572,530,4081
94572,80,1439
,,
94574,"1,370","75,598"
94574,30,79
94574,70,157
94574,100,477
94574,170,1063
94574,440,4724
94574,560,69098
,,
94576,20,280
94576,0,0
94576,0,0
94576,**,**
94576,**,**
94576,20,280
94576,**,**
,,
94577,"7,030","65,813"
94577,170,329
94577,600,1036
94577,1100,3210
94577,1230,5698
94577,2940,24657
94577,990,30883
,,
94578,"4,180","28,204"
94578,120,158
94578,500,873
94578,890,2634
94578,860,4018
94578,1510,12211
94578,300,8310
,,
94579,"3,080","20,718"
94579,80,130
94579,300,464
94579,520,1519
94579,580,2460
94579,1270,9903
94579,330,6242
,,
94580,"4,250","25,707"
94580,90,102
94580,400,631
94580,770,2107
94580,900,3912
94580,1830,13795
94580,260,5160
,,
94582,"10,760","218,155"
94582,90,256
94582,180,557
94582,370,1395
94582,630,3229
94582,3540,33460
94582,5950,179258
,,
94583,"10,540","187,858"
94583,90,123
94583,230,551
94583,600,2034
94583,920,4521
94583,4110,37228
94583,4590,143401
,,
94585,"4,200","21,817"
94585,130,130
94585,510,768
94585,890,2290
94585,930,3843
94585,1570,11327
94585,170,3459
,,
94586,250,"6,153"
94586,**,**
94586,30,80
94586,**,**
94586,20,120
94586,90,751
94586,110,5202
,,
94587,"11,320","120,145"
94587,160,288
94587,690,1284
94587,1320,3815
94587,1660,7574
94587,4880,41817
94587,2610,65367
,,
94588,"8,180","158,823"
94588,80,195
94588,220,486
94588,480,1844
94588,800,4497
94588,3340,31486
94588,3260,120315
,,
94589,"3,170","13,748"
94589,140,135
94589,500,869
94589,850,2125
94589,680,2681
94589,900,6161
94589,100,1777
,,
94590,"3,300","18,165"
94590,150,165
94590,510,813
94590,800,2287
94590,700,3245
94590,970,7642
94590,170,4013
,,
94591,"9,240","71,187"
94591,220,309
94591,860,1513
94591,1540,4257
94591,1780,7823
94591,3870,30902
94591,970,26383
,,
94592,180,"1,687"
94592,**,**
94592,30,67
94592,**,**
94592,30,159
94592,90,710
94592,30,751
,,
94595,"4,560","64,330"
94595,100,310
94595,220,788
94595,510,1835
94595,640,3029
94595,1760,15514
94595,1330,42854
,,
94596,"5,130","204,049"
94596,80,251
94596,160,399
94596,390,1483
94596,650,3547
94596,1940,18509
94596,1910,179860
,,
94597,"5,050","70,527"
94597,70,190
94597,190,389
94597,410,1399
94597,670,3678
94597,2210,20737
94597,1500,44134
,,
94598,"7,170","141,792"
94598,90,250
94598,180,485
94598,420,1322
94598,670,3317
94598,2720,25431
94598,3090,110987
,,
94599,510,"10,843"
94599,30,393
94599,40,98
94599,60,190
94599,80,369
94599,170,1573
94599,130,8220
,,
94601,"3,120","17,909"
94601,140,254
94601,480,673
94601,770,2185
94601,650,3052
94601,920,7662
94601,160,4083
,,
94602,"5,700","75,502"
94602,110,240
94602,310,650
94602,570,1866
94602,760,3898
94602,2310,21126
94602,1640,47722
,,
94603,"2,470","9,876"
94603,110,95
94603,460,653
94603,760,1992
94603,550,2241
94603,540,3874
94603,50,1021
,,
94605,"6,890","57,449"
94605,180,190
94605,660,1191
94605,1240,3663
94605,1240,5756
94605,2610,22384
94605,960,24265
,,
94606,"2,940","25,260"
94606,100,266
94606,360,789
94606,460,1526
94606,600,3407
94606,1100,10643
94606,320,8629
,,
94607,"3,300","39,956"
94607,90,125
94607,220,514
94607,390,1419
94607,540,3167
94607,1450,14943
94607,610,19788
,,
94608,"5,480","61,347"
94608,120,184
94608,380,841
94608,670,2259
94608,980,5600
94608,2360,23773
94608,970,28690
,,
94609,"3,280","39,005"
94609,60,88
94609,210,434
94609,340,1288
94609,550,3268
94609,1390,13537
94609,730,20390
,,
94610,"7,110","140,936"
94610,120,392
94610,310,958
94610,620,2626
94610,1080,6461
94610,2740,27457
94610,2240,103042
,,
94611,"10,550","369,860"
94611,170,729
94611,310,978
94611,640,2516
94611,1030,5722
94611,3460,33915
94611,4940,326000
,,
94612,"2,330","29,412"
94612,50,126
94612,110,310
94612,230,947
94612,430,2603
94612,1050,11314
94612,460,14112
,,
94618,"4,830","147,366"
94618,70,185
94618,110,331
94618,270,916
94618,440,2755
94618,1640,16911
94618,2300,126268
,,
94619,"4,800","57,883"
94619,80,119
94619,290,572
94619,640,2151
94619,730,3626
94619,1950,17780
94619,1110,33635
,,
94621,"1,670","6,496"
94621,90,92
94621,430,655
94621,500,1293
94621,360,1452
94621,260,1817
94621,30,1187
,,
94702,"3,060","33,052"
94702,70,138
94702,190,368
94702,340,1073
94702,430,2106
94702,1320,12420
94702,710,16947
,,
94703,"3,050","41,024"
94703,60,98
94703,190,366
94703,280,899
94703,460,2528
94703,1240,11351
94703,820,25782
,,
94704,"1,140","16,619"
94704,30,73
94704,80,251
94704,120,430
94704,180,1062
94704,450,4563
94704,280,10240
,,
94705,"3,370","128,529"
94705,70,101
94705,130,426
94705,200,734
94705,340,2394
94705,1080,10985
94705,1550,113889
,,
94706,"3,500","46,351"
94706,60,125
94706,160,425
94706,280,1027
94706,440,2202
94706,1500,13663
94706,1060,28909
,,
94707,"3,820","101,522"
94707,50,128
94707,110,346
94707,220,1441
94707,340,1692
94707,1300,12433
94707,1800,85482
,,
94708,"3,420","92,292"
94708,50,100
94708,90,433
94708,190,750
94708,260,1571
94708,1120,10834
94708,1710,78604
,,
94709,"1,500","26,442"
94709,20,23
94709,60,154
94709,110,391
94709,210,1172
94709,640,6219
94709,460,18483
,,
94710,"1,140","16,329"
94710,30,41
94710,90,138
94710,130,442
94710,190,935
94710,440,4438
94710,260,10335
,,
94801,"2,290","16,959"
94801,90,69
94801,380,558
94801,530,1453
94801,470,1970
94801,590,4531
94801,230,8378
,,
94803,"4,350","32,252"
94803,90,204
94803,370,628
94803,710,1994
94803,790,3581
94803,1880,15094
94803,510,10751
,,
94804,"4,720","29,640"
94804,160,264
94804,690,1191
94804,1050,2946
94804,980,4571
94804,1460,12171
94804,380,8497
,,
94805,"2,220","16,101"
94805,60,46
94805,220,351
94805,390,1166
94805,470,2077
94805,850,7028
94805,230,5433
,,
94806,"6,240","32,234"
94806,200,297
94806,940,1411
94806,1500,3909
94806,1360,5563
94806,1990,14960
94806,250,6094
,,
94901,"6,890","181,418"
94901,130,792
94901,300,811
94901,570,2410
94901,730,4425
94901,2290,22568
94901,2870,150412
,,
94903,"6,670","115,874"
94903,130,419
94903,280,608
94903,570,1999
94903,780,3913
94903,2650,24739
94903,2260,84196
,,
94904,"3,210","207,675"
94904,90,416
94904,100,374
94904,180,791
94904,240,1296
94904,840,8900
94904,1760,195898
,,
94920,"3,750","277,640"
94920,80,251
94920,90,530
94920,170,1688
94920,230,1645
94920,850,9930
94920,2330,263596
,,
94922,50,633
94922,0,0
94922,**,**
94922,**,**
94922,**,**
94922,50,633
94922,**,**
,,
94923,260,"3,739"
94923,20,85
94923,**,**
94923,20,73
94923,40,175
94923,100,917
94923,80,2489
,,
94924,190,"2,262"
94924,**,**
94924,40,76
94924,40,275
94924,**,**
94924,60,553
94924,50,1358
,,
94925,"2,510","77,168"
94925,40,158
94925,70,173
94925,140,593
94925,210,1200
94925,760,7589
94925,1290,67455
,,
94928,"5,190","36,343"
94928,140,212
94928,460,864
94928,910,2635
94928,1010,4282
94928,2190,17118
94928,480,11232
,,
94930,"1,810","27,246"
94930,40,62
94930,70,188
94930,160,675
94930,240,1218
94930,750,7121
94930,550,17982
,,
94931,"1,390","12,295"
94931,40,65
94931,110,253
94931,220,691
94931,240,1019
94931,570,4590
94931,210,5677
,,
94937,170,"2,832"
94937,**,**
94937,**,**
94937,50,157
94937,**,**
94937,70,575
94937,50,2100
,,
94939,"1,940","80,964"
94939,30,76
94939,50,137
94939,110,683
94939,150,854
94939,580,6181
94939,1020,73033
,,
94941,"8,120","384,218"
94941,190,718
94941,240,1079
94941,410,1781
94941,600,3810
94941,2330,24749
94941,4350,352081
,,
94945,"3,580","58,944"
94945,60,111
94945,140,293
94945,310,909
94945,430,2185
94945,1520,13298
94945,1120,42148
,,
94946,120,"5,246"
94946,**,**
94946,**,**
94946,**,**
94946,**,**
94946,50,543
94946,70,4703
,,
94947,"4,980","76,499"
94947,90,279
94947,260,509
94947,540,1837
94947,660,3127
94947,2120,18652
94947,1310,52095
,,
94949,"3,650","61,779"
94949,80,314
94949,200,572
94949,340,1181
94949,420,2094
94949,1370,12051
94949,1240,45567
,,
94951,800,"13,514"
94951,**,**
94951,60,124
94951,80,274
94951,110,525
94951,350,2729
94951,200,9862
,,
94952,"5,510","83,627"
94952,120,395
94952,300,1064
94952,580,1990
94952,770,3702
94952,2430,21944
94952,1310,54532
,,
94954,"6,480","61,083"
94954,110,266
94954,390,615
94954,820,2629
94954,1020,4521
94954,3030,24991
94954,1110,28061
,,
94956,240,"2,541"
94956,30,66
94956,**,**
94956,30,110
94956,40,163
94956,80,643
94956,60,1559
,,
94960,"3,730","107,951"
94960,80,292
94960,110,416
94960,220,866
94960,300,1507
94960,1250,12262
94960,1770,92608
,,
94965,"2,960","91,460"
94965,50,166
94965,120,596
94965,220,1121
94965,330,1963
94965,1060,11859
94965,1180,75755
,,
95003,"5,030","78,361"
95003,110,319
95003,220,539
95003,490,1745
95003,680,3319
95003,2090,18165
95003,1440,54274
,,
95004,660,"6,321"
95004,**,**
95004,50,76
95004,100,373
95004,100,431
95004,300,2391
95004,110,3050
,,
95005,"1,190","11,876"
95005,30,50
95005,70,138
95005,140,380
95005,160,742
95005,550,4485
95005,240,6081
,,
95006,"1,860","18,532"
95006,40,72
95006,110,269
95006,230,754
95006,290,1362
95006,850,7321
95006,340,8754
,,
95008,"9,840","180,069"
95008,130,413
95008,320,644
95008,680,2236
95008,1100,6175
95008,3760,36660
95008,3850,133941
,,
95010,"1,640","23,663"
95010,40,119
95010,110,350
95010,230,702
95010,270,1609
95010,650,5881
95010,340,15002
,,
95012,590,"3,192"
95012,**,**
95012,110,140
95012,160,416
95012,130,433
95012,150,1200
95012,40,1003
,,
95014,"14,550","441,524"
95014,160,574
95014,300,1227
95014,540,2092
95014,900,5050
95014,4150,43945
95014,8500,388636
,,
95017,90,"1,725"
95017,**,**
95017,20,59
95017,**,**
95017,20,123
95017,30,264
95017,20,1279
,,
95018,"1,540","16,113"
95018,40,115
95018,100,160
95018,190,603
95018,250,1100
95018,700,5832
95018,260,8303
,,
95019,500,"2,812"
95019,**,**
95019,80,95
95019,140,335
95019,100,340
95019,150,1005
95019,30,1037
,,
95020,"9,450","118,010"
95020,150,622
95020,490,1037
95020,1010,3209
95020,1280,5724
95020,4230,35347
95020,2290,72071
,,
95023,"7,100","66,500"
95023,140,180
95023,570,1136
95023,1050,2939
95023,1280,5452
95023,3150,24072
95023,910,32721
,,
95030,"3,940","347,094"
95030,60,245
95030,90,572
95030,140,695
95030,230,1396
95030,970,10255
95030,2450,333931
,,
95032,"7,100","319,409"
95032,110,347
95032,140,448
95032,320,1497
95032,530,2958
95032,1970,19674
95032,4030,294485
,,
95033,"2,220","61,295"
95033,30,66
95033,60,300
95033,100,344
95033,190,1120
95033,730,7527
95033,1110,51938
,,
95035,"13,590","187,651"
95035,190,370
95035,620,1294
95035,1120,3449
95035,1610,8029
95035,5520,52031
95035,4530,122478
,,
95037,"9,900","175,302"
95037,130,587
95037,350,992
95037,720,2231
95037,1050,5306
95037,4060,36594
95037,3590,129592
,,
95039,160,"1,324"
95039,**,**
95039,**,**
95039,50,114
95039,30,140
95039,80,1070
95039,**,**
,,
95043,70,909
95043,0,0
95043,**,**
95043,30,103
95043,**,**
95043,40,806
95043,**,**
,,
95045,600,"7,473"
95045,**,**
95045,60,114
95045,60,214
95045,90,396
95045,280,2225
95045,110,4524
,,
95046,990,"23,765"
95046,**,**
95046,80,250
95046,100,335
95046,130,598
95046,380,3082
95046,300,19500
,,
95050,"6,410","94,747"
95050,60,231
95050,270,558
95050,500,1805
95050,800,4281
95050,2740,27159
95050,2040,60713
,,
95051,"12,340","195,699"
95051,140,256
95051,410,1069
95051,830,2719
95051,1270,6910
95051,4890,48868
95051,4800,135877
,,
95054,"5,610","112,478"
95054,40,74
95054,140,343
95054,270,956
95054,480,2675
95054,2070,21513
95054,2610,86917
,,
95060,"6,350","121,351"
95060,130,619
95060,360,849
95060,610,2331
95060,760,4064
95060,2490,22969
95060,2000,90519
,,
95062,"5,110","63,841"
95062,120,263
95062,330,852
95062,650,2323
95062,820,4156
95062,2130,18605
95062,1060,37642
,,
95064,150,"1,445"
95064,**,**
95064,**,**
95064,**,**
95064,40,170
95064,80,618
95064,30,657
,,
95065,"1,500","23,352"
95065,20,45
95065,60,172
95065,150,490
95065,190,913
95065,630,5576
95065,450,16156
,,
95066,"3,230","55,724"
95066,60,300
95066,110,321
95066,250,846
95066,360,1748
95066,1280,11509
95066,1170,41000
,,
95070,"9,420","558,498"
95070,140,526
95070,200,745
95070,340,1823
95070,510,3637
95070,2350,24777
95070,5880,526990
,,
95073,"1,960","30,414"
95073,60,118
95073,110,223
95073,190,669
95073,270,1313
95073,770,6840
95073,560,21251
,,
95075,120,"1,386"
95075,**,**
95075,**,**
95075,40,114
95075,**,**
95075,50,428
95075,30,844
,,
95076,"6,630","68,220"
95076,180,522
95076,720,1432
95076,1190,3141
95076,1260,4894
95076,2470,18803
95076,810,39428
,,
95110,"2,870","40,234"
95110,50,81
95110,180,365
95110,350,1099
95110,450,2360
95110,1200,11938
95110,640,24391
,,
95111,"5,770","38,979"
95111,120,134
95111,710,1070
95111,1120,3040
95111,1120,4681
95111,2140,17018
95111,560,13036
,,
95112,"5,790","66,911"
95112,110,311
95112,420,938
95112,680,2193
95112,930,4998
95112,2430,23546
95112,1220,34925
,,
95113,650,"16,035"
95113,**,**
95113,40,85
95113,40,144
95113,50,335
95113,280,3070
95113,240,12401
,,
95116,"3,680","23,288"
95116,90,122
95116,590,832
95116,790,2209
95116,790,3480
95116,1170,9397
95116,250,7248
,,
95117,"3,890","56,500"
95117,70,108
95117,230,414
95117,350,1084
95117,470,2503
95117,1500,14652
95117,1270,37739
,,
95118,"6,360","85,218"
95118,60,126
95118,270,574
95118,490,1507
95118,750,3569
95118,2610,23681
95118,2180,55761
,,
95119,"2,090","23,522"
95119,30,40
95119,90,120
95119,170,567
95119,260,1171
95119,960,8415
95119,580,13209
,,
95120,"10,170","258,121"
95120,120,306
95120,180,567
95120,380,1460
95120,610,3234
95120,3120,29236
95120,5760,223318
,,
95121,"5,270","51,403"
95121,90,111
95121,430,672
95121,780,2151
95121,970,4239
95121,2080,17462
95121,920,26768
,,
95122,"4,250","20,327"
95122,130,184
95122,720,1053
95122,1050,2694
95122,940,3852
95122,1220,9059
95122,190,3485
,,
95123,"12,400","134,635"
95123,170,569
95123,700,1310
95123,1280,3906
95123,1790,8725
95123,5390,47707
95123,3070,72418
,,
95124,"11,090","200,361"
95124,120,470
95124,370,786
95124,680,2135
95124,950,4814
95124,4010,36861
95124,4960,155295
,,
95125,"11,810","277,066"
95125,140,362
95125,360,740
95125,770,2759
95125,1110,5902
95125,4000,39113
95125,5430,228190
,,
95126,"6,450","113,213"
95126,100,248
95126,300,557
95126,500,1697
95126,790,4328
95126,2650,26948
95126,2110,79435
,,
95127,"7,800","68,284"
95127,190,318
95127,780,1389
95127,1370,3752
95127,1420,6122
95127,2910,23619
95127,1130,33084
,,
95128,"5,710","84,867"
95128,80,241
95128,280,558
95128,510,1620
95128,770,4216
95128,2300,22360
95128,1770,55872
,,
95129,"8,400","183,278"
95129,110,271
95129,210,521
95129,370,1249
95129,660,3350
95129,2720,27007
95129,4330,150880
,,
95130,"2,540","44,898"
95130,30,51
95130,100,156
95130,150,499
95130,230,1095
95130,890,8549
95130,1140,34548
,,
95131,"5,970","78,852"
95131,70,104
95131,280,565
95131,480,1444
95131,750,3812
95131,2560,24424
95131,1830,48503
,,
95132,"7,350","85,612"
95132,110,288
95132,410,839
95132,750,2127
95132,940,4308
95132,3120,27638
95132,2020,50412
,,
95133,"4,150","41,998"
95133,70,118
95133,270,446
95133,480,1445
95133,630,3006
95133,1790,16004
95133,910,20979
,,
95134,"6,530","98,014"
95134,30,100
95134,100,177
95134,230,953
95134,640,3888
95134,3150,34437
95134,2380,58459
,,
95135,"5,160","100,509"
95135,60,187
95135,150,769
95135,290,1065
95135,440,2122
95135,1710,15225
95135,2510,81141
,,
95136,"7,890","88,641"
95136,100,246
95136,380,824
95136,720,2267
95136,1130,5596
95136,3470,31420
95136,2090,48288
,,
95138,"4,390","130,220"
95138,40,118
95138,120,577
95138,270,908
95138,410,2140
95138,1430,14145
95138,2120,112332
,,
95139,"1,490","16,386"
95139,**,**
95139,70,97
95139,120,352
95139,170,831
95139,750,6399
95139,380,8707
,,
95140,70,"1,838"
95140,0,0
95140,**,**
95140,**,**
95140,**,**
95140,40,286
95140,30,1552
,,
95148,"7,830","92,747"
95148,120,276
95148,450,855
95148,810,2529
95148,1120,5095
95148,3210,26902
95148,2120,57090
,,
95202,120,"1,002"
95202,**,**
95202,40,65
95202,40,135
95202,**,**
95202,40,802
95202,**,**
,,
95203,740,"4,446"
95203,**,**
95203,140,273
95203,210,555
95203,150,622
95203,200,1504
95203,40,1492
,,
95204,"2,630","19,057"
95204,90,160
95204,430,601
95204,610,1713
95204,490,2119
95204,790,6211
95204,220,8253
,,
95205,"1,070","3,703"
95205,60,40
95205,280,417
95205,350,872
95205,190,838
95205,190,1536
95205,**,**
,,
95206,"3,930","15,233"
95206,170,137
95206,810,1063
95206,1120,2733
95206,830,3103
95206,930,6316
95206,70,1881
,,
95207,"3,440","27,149"
95207,90,128
95207,500,772
95207,730,1939
95207,710,3038
95207,1080,7959
95207,330,13313
,,
95209,"5,380","31,866"
95209,130,139
95209,560,864
95209,1020,2733
95209,1100,4360
95209,2170,15759
95209,400,8011
,,
95210,"1,700","6,397"
95210,80,40
95210,380,571
95210,540,1316
95210,310,1201
95210,360,2481
95210,30,788
,,
95212,"3,200","29,471"
95212,70,67
95212,390,575
95212,610,1577
95212,650,2398
95212,1130,8471
95212,350,16383
,,
95215,"1,230","10,610"
95215,40,63
95215,180,281
95215,240,730
95215,210,928
95215,430,3449
95215,130,5159
,,
95219,"4,680","67,377"
95219,80,148
95219,290,521
95219,580,1616
95219,710,3123
95219,2000,16622
95219,1020,45347
,,
95220,790,"11,241"
95220,**,**
95220,70,234
95220,100,404
95220,130,610
95220,340,2692
95220,150,7301
,,
95222,520,"5,039"
95222,**,**
95222,60,102
95222,70,199
95222,90,360
95222,240,1717
95222,60,2661
,,
95223,520,"3,867"
95223,20,14
95223,50,80
95223,80,189
95223,90,384
95223,210,1591
95223,70,1609
,,
95228,670,"5,325"
95228,20,14
95228,60,126
95228,110,298
95228,110,504
95228,280,2220
95228,90,2163
,,
95230,70,829
95230,0,0
95230,**,**
95230,30,83
95230,**,**
95230,40,746
95230,**,**
,,
95231,260,"1,464"
95231,**,**
95231,30,44
95231,70,185
95231,60,222
95231,100,1013
95231,**,**
,,
95232,20,91
95232,0,0
95232,20,91
95232,**,**
95232,**,**
95232,**,**
95232,**,**
,,
95236,780,"12,124"
95236,**,**
95236,60,110
95236,90,292
95236,140,678
95236,320,2843
95236,170,8201
,,
95237,460,"3,223"
95237,**,**
95237,60,86
95237,70,178
95237,80,336
95237,190,1314
95237,60,1309
,,
95240,"3,470","30,949"
95240,120,416
95240,420,680
95240,680,1847
95240,680,2832
95240,1200,9531
95240,370,15643
,,
95242,"4,040","38,661"
95242,80,152
95242,270,451
95242,560,1802
95242,690,3081
95242,1820,14397
95242,620,18778
,,
95245,170,"1,020"
95245,20,43
95245,**,**
95245,40,80
95245,30,149
95245,80,748
95245,**,**
,,
95246,150,"1,046"
95246,20,24
95246,**,**
95246,20,57
95246,30,100
95246,80,865
95246,**,**
,,
95247,620,"6,303"
95247,**,**
95247,70,207
95247,110,333
95247,130,605
95247,220,1699
95247,90,3459
,,
95249,310,"2,238"
95249,**,**
95249,50,69
95249,60,167
95249,60,228
95249,110,823
95249,30,951
,,
95251,70,528
95251,0,0
95251,**,**
95251,30,93
95251,**,**
95251,40,435
95251,**,**
,,
95252,"1,950","11,887"
95252,40,24
95252,170,485
95252,350,926
95252,420,1683
95252,830,6072
95252,140,2697
,,
95255,110,638
95255,**,**
95255,30,46
95255,20,58
95255,20,93
95255,40,441
95255,**,**
,,
95257,30,133
95257,0,0
95257,**,**
95257,**,**
95257,30,133
95257,**,**
95257,**,**
,,
95258,830,"11,489"
95258,20,45
95258,50,116
95258,110,323
95258,120,525
95258,340,2825
95258,190,7655
,,
95301,"3,100","22,795"
95301,80,95
95301,370,744
95301,590,1573
95301,600,2392
95301,1210,8964
95301,250,9027
,,
95303,60,"2,557"
95303,0,0
95303,20,98
95303,**,**
95303,**,**
95303,20,220
95303,20,2239
,,
95304,"1,970","24,079"
95304,40,60
95304,90,289
95304,200,641
95304,270,1256
95304,910,7643
95304,460,14190
,,
95306,100,989
95306,**,**
95306,**,**
95306,30,72
95306,**,**
95306,50,382
95306,20,535
,,
95307,"3,410","16,399"
95307,120,141
95307,560,739
95307,880,2191
95307,770,2800
95307,970,6654
95307,110,3874
,,
95310,240,"1,630"
95310,**,**
95310,30,57
95310,50,148
95310,40,145
95310,90,669
95310,30,611
,,
95311,150,668
95311,**,**
95311,30,44
95311,30,75
95311,30,127
95311,60,422
95311,**,**
,,
95313,80,945
95313,**,**
95313,**,**
95313,40,147
95313,**,**
95313,40,798
95313,**,**
,,
95315,660,"2,618"
95315,30,20
95315,120,163
95315,210,488
95315,160,659
95315,140,1288
95315,**,**
,,
95316,860,"9,260"
95316,**,**
95316,80,151
95316,130,329
95316,150,659
95316,380,3055
95316,120,5066
,,
95317,40,483
95317,**,**
95317,**,**
95317,**,**
95317,**,**
95317,40,483
95317,**,**
,,
95320,"1,700","22,535"
95320,40,106
95320,130,309
95320,240,799
95320,340,1458
95320,740,6095
95320,210,13768
,,
95321,400,"4,113"
95321,**,**
95321,50,116
95321,70,227
95321,80,319
95321,140,1207
95321,60,2244
,,
95322,760,"4,290"
95322,30,38
95322,110,206
95322,200,537
95322,160,661
95322,220,1775
95322,40,1073
,,
95323,120,"2,204"
95323,**,**
95323,30,89
95323,**,**
95323,20,133
95323,50,400
95323,20,1582
,,
95324,700,"9,672"
95324,**,**
95324,100,200
95324,130,395
95324,140,554
95324,260,2106
95324,70,6417
,,
95326,"1,310","15,588"
95326,30,17
95326,110,276
95326,220,715
95326,260,984
95326,540,3989
95326,150,9607
,,
95327,560,"3,817"
95327,**,**
95327,90,135
95327,110,415
95327,110,428
95327,200,1426
95327,50,1413
,,
95328,220,779
95328,**,**
95328,60,67
95328,60,148
95328,40,149
95328,60,415
95328,**,**
,,
95329,310,"1,956"
95329,**,**
95329,40,58
95329,60,168
95329,60,213
95329,150,1517
95329,**,**
,,
95330,"3,160","19,877"
95330,80,78
95330,360,520
95330,620,1678
95330,730,2811
95330,1180,8615
95330,190,6175
,,
95333,150,"2,446"
95333,**,**
95333,30,122
95333,50,208
95333,**,**
95333,50,502
95333,20,1614
,,
95334,780,"4,208"
