"ZIP
code [1]",State and local income taxes,
,Number of returns,Amount
92345,1620,4243
92345,1350,5065
92345,1690,11312
92345,170,4245
,,
92346,"6,880","45,780"
92346,150,121
92346,800,1220
92346,1270,3401
92346,1330,5216
92346,2670,19077
92346,660,16745
,,
92347,20,98
92347,0,0
92347,0,0
92347,20,98
92347,**,**
92347,**,**
92347,**,**
,,
92354,"2,830","24,909"
92354,60,83
92354,220,335
92354,420,1112
92354,540,2696
92354,1140,9187
92354,450,11496
,,
92356,250,979
92356,**,**
92356,70,99
92356,70,198
92356,50,221
92356,60,461
92356,**,**
,,
92358,90,425
92358,**,**
92358,**,**
92358,40,68
92358,20,98
92358,30,259
92358,**,**
,,
92359,960,"5,261"
92359,**,**
92359,140,181
92359,190,512
92359,230,991
92359,350,2567
92359,50,1010
,,
92363,230,"1,491"
92363,**,**
92363,30,38
92363,30,93
92363,50,177
92363,120,1183
92363,**,**
,,
92365,80,377
92365,**,**
92365,30,77
92365,**,**
92365,20,77
92365,30,223
92365,**,**
,,
92368,40,159
92368,**,**
92368,**,**
92368,40,159
92368,**,**
92368,**,**
92368,**,**
,,
92371,900,"4,431"
92371,40,38
92371,140,237
92371,210,542
92371,170,673
92371,300,2079
92371,40,862
,,
92372,570,"3,001"
92372,20,31
92372,70,91
92372,110,301
92372,140,539
92372,200,1433
92372,30,606
,,
92373,"5,770","87,239"
92373,70,558
92373,340,631
92373,630,1873
92373,920,4320
92373,2270,18261
92373,1540,61596
,,
92374,"5,180","42,974"
92374,100,86
92374,500,775
92374,880,2422
92374,1060,4541
92374,2040,15161
92374,600,19989
,,
92376,"6,060","17,925"
92376,300,203
92376,1610,2072
92376,1930,4704
92376,1220,4377
92376,950,5754
92376,50,815
,,
92377,"3,190","13,659"
92377,100,117
92377,450,618
92377,780,1905
92377,780,2907
92377,990,6349
92377,90,1763
,,
92392,"5,180","20,780"
92392,230,346
92392,950,1340
92392,1350,3399
92392,1120,4154
92392,1390,9248
92392,140,2293
,,
92394,"2,610","9,557"
92394,100,97
92394,550,723
92394,750,1851
92394,580,2087
92394,580,3818
92394,50,981
,,
92395,"3,140","17,475"
92395,140,178
92395,570,816
92395,750,1963
92395,590,2370
92395,890,6446
92395,200,5702
,,
92397,910,"6,703"
92397,**,**
92397,90,117
92397,130,426
92397,210,911
92397,390,2983
92397,90,2266
,,
92399,"7,330","55,144"
92399,140,212
92399,640,1207
92399,1170,3097
92399,1380,5424
92399,3140,22335
92399,860,22869
,,
92401,40,135
92401,**,**
92401,**,**
92401,40,135
92401,**,**
92401,**,**
92401,**,**
,,
92404,"3,750","16,283"
92404,160,204
92404,970,1231
92404,990,2448
92404,760,2831
92404,760,5151
92404,110,4418
,,
92405,"1,770","5,842"
92405,90,87
92405,470,574
92405,570,1404
92405,330,1221
92405,310,2556
92405,**,**
,,
92407,"6,230","29,132"
92407,200,248
92407,940,1220
92407,1390,3597
92407,1390,5301
92407,2070,14191
92407,240,4575
,,
92408,680,"3,402"
92408,30,17
92408,160,189
92408,170,426
92408,120,483
92408,160,1117
92408,40,1170
,,
92410,"1,530","4,253"
92410,100,219
92410,540,685
92410,500,1201
92410,220,741
92410,170,1407
92410,**,**
,,
92411,950,"2,293"
92411,60,38
92411,370,475
92411,290,639
92411,140,472
92411,90,669
92411,**,**
,,
92501,"1,860","9,704"
92501,80,66
92501,340,461
92501,470,1276
92501,400,1753
92501,470,3505
92501,100,2643
,,
92503,"9,490","58,233"
92503,250,452
92503,1290,1824
92503,2000,4960
92503,1850,7116
92503,3280,23574
92503,820,20307
,,
92504,"5,680","37,288"
92504,210,283
92504,860,1180
92504,1260,3247
92504,1120,4299
92504,1700,12504
92504,530,15775
,,
92505,"4,390","21,037"
92505,150,161
92505,690,1076
92505,1100,2755
92505,960,3672
92505,1310,9109
92505,180,4264
,,
92506,"8,090","98,877"
92506,130,169
92506,610,945
92506,1060,2990
92506,1400,6118
92506,3290,25569
92506,1600,63086
,,
92507,"3,740","23,201"
92507,140,135
92507,590,798
92507,790,2202
92507,750,3203
92507,1180,9197
92507,290,7666
,,
92508,"6,110","48,138"
92508,120,152
92508,400,676
92508,750,2010
92508,1070,4294
92508,2970,22148
92508,800,18858
,,
92509,"6,780","29,834"
92509,230,209
92509,1250,1600
92509,1730,4216
92509,1400,5406
92509,1930,13237
92509,240,5166
,,
92518,220,"1,301"
92518,**,**
92518,**,**
92518,50,109
92518,50,181
92518,90,599
92518,30,412
,,
92530,"5,210","25,042"
92530,160,136
92530,800,1138
92530,1200,2982
92530,1230,4730
92530,1630,11283
92530,190,4773
,,
92532,"3,930","21,331"
92532,80,80
92532,370,533
92532,730,1911
92532,890,3375
92532,1640,11230
92532,220,4202
,,
92536,330,"2,115"
92536,**,**
92536,50,66
92536,70,191
92536,70,304
92536,120,873
92536,20,681
,,
92539,260,"1,186"
92539,**,**
92539,50,69
92539,60,176
92539,50,174
92539,100,767
92539,**,**
,,
92543,"1,500","6,333"
92543,120,126
92543,390,518
92543,380,891
92543,250,905
92543,290,1929
92543,70,1964
,,
92544,"3,770","22,852"
92544,160,147
92544,700,1126
92544,800,1971
92544,730,2742
92544,1120,7893
92544,260,8973
,,
92545,"3,410","14,845"
92545,160,184
92545,620,828
92545,850,2047
92545,740,2650
92545,910,5925
92545,130,3211
,,
92548,320,"1,422"
92548,20,27
92548,70,99
92548,80,203
92548,70,254
92548,80,839
92548,**,**
,,
92551,"2,770","8,936"
92551,100,71
92551,660,806
92551,840,1904
92551,590,2109
92551,540,3414
92551,40,632
,,
92553,"4,720","13,856"
92553,240,157
92553,1300,1650
92553,1450,3323
92553,920,3150
92553,770,4817
92553,40,759
,,
92555,"5,450","25,829"
92555,140,120
92555,740,948
92555,1180,2891
92555,1210,4513
92555,1930,12883
92555,250,4474
,,
92557,"5,860","25,719"
92557,220,206
92557,1010,1440
92557,1430,3491
92557,1330,4883
92557,1680,11273
92557,190,4426
,,
92561,200,"2,004"
92561,30,54
92561,**,**
92561,30,110
92561,30,170
92561,80,800
92561,30,870
,,
92562,"9,620","91,896"
92562,190,422
92562,750,1209
92562,1290,3589
92562,1590,6331
92562,4290,32069
92562,1510,48276
,,
92563,"9,950","61,126"
92563,200,378
92563,850,1192
92563,1660,4111
92563,2070,7797
92563,4400,30860
92563,770,16788
,,
92567,950,"4,044"
92567,40,25
92567,150,173
92567,200,453
92567,220,772
92567,300,1861
92567,40,760
,,
92570,"3,570","16,015"
92570,140,118
92570,750,942
92570,860,2031
92570,720,2727
92570,930,6656
92570,170,3541
,,
92571,"4,880","15,495"
92571,210,134
92571,1150,1391
92571,1480,3340
92571,1050,3619
92571,940,5615
92571,50,1396
,,
92582,"1,900","7,299"
92582,50,32
92582,340,390
92582,540,1232
92582,460,1603
92582,470,3151
92582,40,891
,,
92583,"2,010","7,040"
92583,110,67
92583,450,537
92583,600,1384
92583,400,1454
92583,410,2956
92583,40,642
,,
92584,"7,530","40,892"
92584,190,270
92584,770,1184
92584,1380,3422
92584,1740,6790
92584,3040,20746
92584,410,8480
,,
92585,"2,960","14,014"
92585,70,64
92585,370,489
92585,620,1494
92585,690,2491
92585,1070,7065
92585,140,2411
,,
92586,"2,020","8,316"
92586,110,114
92586,360,472
92586,530,1486
92586,420,1583
92586,540,3604
92586,60,1057
,,
92587,"2,590","22,002"
92587,70,72
92587,230,378
92587,380,1036
92587,470,1897
92587,1110,8786
92587,330,9833
,,
92590,520,"14,442"
92590,**,**
92590,60,144
92590,50,175
92590,70,327
92590,170,1470
92590,170,12326
,,
92591,"5,770","47,067"
92591,120,254
92591,480,824
92591,780,2057
92591,1050,4178
92591,2530,19034
92591,810,20720
,,
92592,"13,040","118,874"
92592,250,462
92592,870,1673
92592,1600,4346
92592,2190,8471
92592,5990,44550
92592,2140,59372
,,
92595,"4,450","24,745"
92595,140,190
92595,540,884
92595,840,2142
92595,980,3780
92595,1680,11919
92595,270,5830
,,
92596,"4,290","27,975"
92596,90,147
92596,360,477
92596,690,1747
92596,940,3379
92596,1890,12791
92596,320,9434
,,
92602,"4,820","89,205"
92602,60,197
92602,200,713
92602,360,1197
92602,560,2923
92602,1950,18016
92602,1690,66159
,,
92603,"4,430","208,393"
92603,60,204
92603,140,343
92603,240,951
92603,420,2380
92603,1450,13780
92603,2120,190735
,,
92604,"4,720","56,045"
92604,90,149
92604,240,543
92604,440,1323
92604,730,3436
92604,2070,17625
92604,1150,32969
,,
92606,"3,400","53,510"
92606,50,160
92606,160,288
92606,350,1145
92606,480,2419
92606,1450,13488
92606,910,36010
,,
92610,"2,800","34,182"
92610,30,67
92610,120,219
92610,230,705
92610,350,1680
92610,1300,10981
92610,770,20530
,,
92612,"4,170","81,733"
92612,90,150
92612,230,492
92612,430,1544
92612,620,3318
92612,1680,16551
92612,1120,59678
,,
92614,"4,530","76,665"
92614,100,210
92614,210,512
92614,480,1679
92614,690,3542
92614,1910,17065
92614,1140,53657
,,
92617,"1,060","16,959"
92617,**,**
92617,30,47
92617,40,134
92617,120,578
92617,420,3727
92617,450,12473
,,
92618,"7,690","144,437"
92618,120,326
92618,300,695
92618,650,2354
92618,950,5347
92618,3210,31409
92618,2460,104306
,,
92620,"10,160","156,778"
92620,150,376
92620,410,917
92620,750,2573
92620,1140,5694
92620,4150,38002
92620,3560,109216
,,
92624,"1,290","19,489"
92624,30,31
92624,60,125
92624,160,573
92624,180,879
92624,500,4291
92624,360,13590
,,
92625,"3,740","254,494"
92625,70,295
92625,120,805
92625,190,920
92625,300,1949
92625,1020,10270
92625,2040,240255
,,
92626,"7,600","112,979"
92626,160,567
92626,550,1121
92626,990,3545
92626,1230,6219
92626,3180,26740
92626,1490,74787
,,
92627,"7,320","86,969"
92627,170,375
92627,650,1232
92627,970,3270
92627,1260,6609
92627,2750,25766
92627,1520,49717
,,
92629,"5,550","131,976"
92629,140,522
92629,290,800
92629,510,2002
92629,700,3587
92629,2110,18218
92629,1800,106847
,,
92630,"11,520","115,301"
92630,220,348
92630,780,1275
92630,1410,4190
92630,1780,8193
92630,5160,42550
92630,2170,58745
,,
92637,"2,390","16,734"
92637,120,309
92637,260,608
92637,470,1445
92637,440,2112
92637,850,6619
92637,250,5641
,,
92646,"11,830","128,879"
92646,230,463
92646,630,1360
92646,1240,3896
92646,1660,7788
92646,5320,44330
92646,2750,71042
,,
92647,"8,230","87,816"
92647,170,386
92647,590,929
92647,1020,3045
92647,1330,6321
92647,3770,31433
92647,1350,45702
,,
92648,"9,400","187,362"
92648,170,357
92648,490,1288
92648,890,3386
92648,1300,6974
92648,3550,32618
92648,3000,142739
,,
92649,"7,310","147,538"
92649,130,373
92649,350,716
92649,710,2677
92649,1000,5128
92649,2950,26406
92649,2170,112238
,,
92651,"5,720","351,293"
92651,140,552
92651,210,625
92651,380,2192
92651,510,3261
92651,1750,17964
92651,2730,326699
,,
92653,"5,760","119,711"
92653,100,208
92653,340,875
92653,610,1911
92653,770,3774
92653,2230,18447
92653,1710,94496
,,
92655,520,"2,498"
92655,30,12
92655,90,123
92655,130,377
92655,120,547
92655,130,953
92655,20,486
,,
92656,"10,940","140,089"
92656,180,557
92656,590,1099
92656,1220,4214
92656,1680,8528
92656,4780,41990
92656,2490,83701
,,
92657,"2,740","311,910"
92657,50,223
92657,70,343
92657,120,656
92657,120,1149
92657,650,7133
92657,1730,302406
,,
92660,"8,750","486,145"
92660,200,985
92660,300,1168
92660,590,2610
92660,740,4165
92660,2590,27148
92660,4330,450069
,,
92661,780,"42,048"
92661,30,133
92661,40,99
92661,60,208
92661,90,488
92661,250,2850
92661,310,38270
,,
92662,670,"31,342"
92662,20,90
92662,30,97
92662,60,301
92662,70,527
92662,200,2456
92662,290,27871
,,
92663,"4,500","164,112"
92663,120,414
92663,230,652
92663,390,1681
92663,560,3840
92663,1470,15407
92663,1730,142118
,,
92672,"5,930","121,544"
92672,130,313
92672,330,883
92672,540,1894
92672,770,4043
92672,2370,20869
92672,1790,93542
,,
92673,"6,700","164,287"
92673,100,309
92673,200,594
92673,420,1723
92673,540,2426
92673,2550,21917
92673,2890,137318
,,
92675,"5,610","160,226"
92675,140,377
92675,380,763
92675,570,1823
92675,680,3160
92675,1890,16467
92675,1950,137636
,,
92676,440,"7,748"
92676,**,**
92676,40,66
92676,50,153
92676,70,310
92676,160,1402
92676,120,5817
,,
92677,"13,920","268,618"
92677,270,640
92677,680,1533
92677,1180,4003
92677,1710,8542
92677,5400,47633
92677,4680,206267
,,
92679,"8,040","228,701"
92679,110,456
92679,230,610
92679,450,1635
92679,720,3854
92679,2940,25920
92679,3590,196226
,,
92683,"9,100","61,029"
92683,210,244
92683,1070,1635
92683,1680,4542
92683,1700,7378
92683,3580,27782
92683,860,19448
,,
92688,"9,570","102,975"
92688,160,254
92688,480,852
92688,1030,3013
92688,1400,6296
92688,4510,37123
92688,1990,55437
,,
92691,"9,390","88,037"
92691,170,277
92691,600,1144
92691,1050,2912
92691,1430,6108
92691,4350,34946
92691,1790,42650
,,
92692,"10,260","149,559"
92692,150,475
92692,480,1151
92692,890,2687
92692,1380,6359
92692,4530,37827
92692,2830,101060
,,
92694,"6,710","140,547"
92694,60,339
92694,170,543
92694,350,1241
92694,600,2917
92694,2750,24322
92694,2780,111185
,,
92701,"2,290","11,592"
92701,130,111
92701,620,740
92701,570,1319
92701,440,1713
92701,450,3375
92701,80,4334
,,
92703,"2,830","9,818"
92703,150,189
92703,740,935
92703,870,1967
92703,530,1913
92703,490,3410
92703,50,1404
,,
92704,"5,680","33,692"
92704,200,256
92704,1160,1481
92704,1450,3578
92704,1180,4763
92704,1410,10314
92704,280,13300
,,
92705,"7,580","177,161"
92705,150,442
92705,440,800
92705,680,2316
92705,820,3536
92705,2710,23165
92705,2780,146902
,,
92706,"3,540","31,911"
92706,80,112
92706,440,630
92706,590,1813
92706,650,2530
92706,1310,10345
92706,470,16481
,,
92707,"4,240","21,621"
92707,170,246
92707,970,1166
92707,1090,2523
92707,850,3288
92707,980,7267
92707,180,7131
,,
92708,"9,520","96,645"
92708,170,375
92708,640,1107
92708,1150,3543
92708,1560,6891
92708,4220,34277
92708,1780,50452
,,
92780,"6,150","51,952"
92780,120,158
92780,700,1143
92780,1040,2934
92780,1020,4567
92780,2420,19676
92780,850,23474
,,
92782,"6,080","107,258"
92782,90,215
92782,280,611
92782,590,2012
92782,820,4168
92782,2400,21909
92782,1900,78343
,,
92801,"4,590","21,238"
92801,180,160
92801,910,1261
92801,1110,2776
92801,940,3728
92801,1260,8947
92801,190,4366
,,
92802,"2,960","18,714"
92802,80,46
92802,480,694
92802,650,1635
92802,600,2360
92802,970,6922
92802,180,7057
,,
92804,"7,330","36,113"
92804,230,247
92804,1250,1728
92804,1650,4149
92804,1520,6250
92804,2350,16909
92804,330,6830
,,
92805,"5,700","29,096"
92805,160,159
92805,980,1357
92805,1320,3360
92805,1260,5212
92805,1740,13001
92805,240,6007
,,
92806,"4,100","27,511"
92806,110,130
92806,480,817
92806,780,2146
92806,800,3521
92806,1640,12546
92806,290,8351
,,
92807,"7,600","121,422"
92807,130,285
92807,430,849
92807,770,2501
92807,1140,5035
92807,3400,27030
92807,1730,85722
,,
92808,"4,790","68,789"
92808,60,103
92808,220,566
92808,460,1452
92808,620,2942
92808,2110,17881
92808,1320,45845
,,
92821,"6,830","70,880"
92821,120,238
92821,360,635
92821,780,2353
92821,1100,4956
92821,3180,25549
92821,1290,37149
,,
92823,"1,110","15,535"
92823,**,**
92823,60,116
92823,80,260
92823,130,584
92823,510,4329
92823,330,10246
,,
92831,"4,120","51,463"
92831,80,205
92831,330,567
92831,540,1613
92831,670,3068
92831,1700,13897
92831,800,32113
,,
92832,"2,520","16,365"
92832,70,52
92832,330,476
92832,480,1310
92832,490,2228
92832,930,7328
92832,220,4971
,,
92833,"6,760","60,059"
92833,140,200
92833,640,1084
92833,1030,2927
92833,1210,5148
92833,2740,20973
92833,1000,29727
,,
92835,"5,030","82,517"
92835,70,192
92835,220,493
92835,460,1487
92835,640,2899
92835,2040,16851
92835,1600,60595
,,
92840,"5,120","26,165"
92840,170,183
92840,760,1075
92840,1120,2897
92840,1110,4448
92840,1740,12817
92840,220,4745
,,
92841,"3,020","18,169"
92841,90,90
92841,470,658
92841,660,1715
92841,590,2440
92841,1020,7645
92841,190,5621
,,
92843,"3,220","15,691"
92843,110,149
92843,660,911
92843,820,2063
92843,660,2716
92843,850,6059
92843,120,3793
,,
92844,"1,740","8,250"
92844,60,56
92844,310,445
92844,420,1099
92844,380,1616
92844,500,3643
92844,70,1391
,,
92845,"3,360","29,394"
92845,40,66
92845,170,263
92845,400,1110
92845,570,2414
92845,1750,13616
92845,430,11925
,,
92860,"4,040","38,249"
92860,90,168
92860,300,602
92860,570,1604
92860,730,3168
92860,1730,12993
92860,620,19714
,,
92861,"1,500","51,678"
92861,30,82
92861,30,93
92861,70,256
92861,110,479
92861,450,4041
92861,810,46727
,,
92865,"3,230","26,212"
92865,50,96
92865,230,369
92865,430,1202
92865,520,2361
92865,1570,12579
92865,430,9605
,,
92866,"1,690","14,443"
92866,40,92
92866,160,284
92866,280,841
92866,300,1410
92866,680,5469
92866,230,6347
,,
92867,"6,790","106,803"
92867,110,180
92867,390,773
92867,710,2167
92867,920,4154
92867,2880,23995
92867,1780,75534
,,
92868,"2,270","14,554"
92868,70,69
92868,300,475
92868,480,1402
92868,500,2316
92868,790,6021
92868,130,4271
,,
92869,"6,680","103,280"
92869,120,295
92869,450,842
92869,740,2228
92869,960,4681
92869,2830,22944
92869,1580,72290
,,
92870,"8,220","69,134"
92870,130,206
92870,530,987
92870,1100,3031
92870,1260,5437
92870,3890,30656
92870,1310,28817
,,
92879,"5,330","33,995"
92879,150,253
92879,650,900
92879,1140,2993
92879,1180,4788
92879,1860,13330
92879,350,11731
,,
92880,"11,940","85,370"
92880,210,250
92880,840,1468
92880,1540,4061
92880,2090,8318
92880,5910,44052
92880,1350,27221
,,
92881,"5,270","55,586"
92881,110,169
92881,330,490
92881,630,1746
92881,860,3478
92881,2410,18325
92881,930,31378
,,
92882,"9,110","70,963"
92882,180,251
92882,870,1472
92882,1540,4117
92882,1740,6900
92882,3770,28027
92882,1010,30196
,,
92883,"6,120","49,640"
92883,110,213
92883,340,563
92883,800,2138
92883,1150,4484
92883,2850,21449
92883,870,20793
,,
92886,"10,730","196,890"
92886,160,492
92886,420,1045
92886,860,2819
92886,1290,5877
92886,4590,38206
92886,3410,148451
,,
92887,"4,830","91,474"
92887,60,203
92887,190,407
92887,350,1253
92887,530,2421
92887,1960,16534
92887,1740,70656
,,
93001,"3,880","49,284"
93001,120,195
93001,350,780
93001,610,1828
93001,680,3334
93001,1340,11416
93001,780,31731
,,
93003,"7,820","77,194"
93003,170,373
93003,530,977
93003,1090,3238
93003,1400,6107
93003,3380,27106
93003,1250,39393
,,
93004,"5,000","36,547"
93004,100,186
93004,330,593
93004,690,1978
93004,850,3568
93004,2450,18400
93004,580,11822
,,
93010,"7,380","92,839"
93010,160,450
93010,420,833
93010,840,2403
93010,1130,4896
93010,3390,26040
93010,1440,58217
,,
93012,"7,070","105,866"
93012,120,343
93012,330,671
93012,730,2135
93012,1000,4399
93012,3040,24552
93012,1850,73766
,,
93013,"2,010","26,604"
93013,40,85
93013,160,483
93013,250,762
93013,300,1335
93013,830,7050
93013,430,16889
,,
93015,"1,720","9,745"
93015,40,41
93015,210,293
93015,340,971
93015,350,1315
93015,670,4769
93015,110,2356
,,
93021,"7,130","91,114"
93021,120,162
93021,430,772
93021,770,2135
93021,940,4203
93021,3100,25681
93021,1770,58161
,,
93022,"1,000","9,953"
93022,30,66
93022,80,236
93022,140,352
93022,200,854
93022,410,3330
93022,140,5115
,,
93023,"2,880","44,878"
93023,70,138
93023,180,726
93023,380,1344
93023,430,2125
93023,1130,9246
93023,690,31299
,,
93030,"4,590","25,867"
93030,100,88
93030,620,854
93030,940,2874
93030,950,3655
93030,1710,11477
93030,270,6919
,,
93033,"4,280","15,892"
93033,160,152
93033,930,1296
93033,1220,2792
93033,980,3496
93033,910,5470
93033,80,2686
,,
93035,"4,190","40,019"
93035,90,201
93035,350,606
93035,650,1942
93035,810,3625
93035,1710,13250
93035,580,20395
,,
93036,"4,810","31,223"
93036,100,137
93036,500,807
93036,860,2424
93036,1000,4112
93036,1950,14239
93036,400,9504
,,
93041,"1,940","9,813"
93041,50,39
93041,300,475
93041,460,1205
93041,410,1753
93041,620,4578
93041,100,1763
,,
93060,"2,560","18,636"
93060,60,77
93060,380,531
93060,540,1477
93060,510,1887
93060,860,6047
93060,210,8617
,,
93063,"10,060","86,710"
93063,210,338
93063,710,1098
93063,1340,4008
93063,1730,7412
93063,4580,36236
93063,1490,37618
,,
93065,"13,090","133,528"
93065,220,641
93065,910,1458
93065,1650,4814
93065,2120,9038
93065,5660,45443
93065,2530,72134
,,
93066,560,"13,736"
93066,**,**
93066,30,77
93066,60,235
93066,70,349
93066,190,1711
93066,210,11364
,,
93101,"2,830","53,882"
93101,80,200
93101,230,758
93101,350,1261
93101,470,2521
93101,1070,10513
93101,630,38629
,,
93103,"2,190","38,263"
93103,40,108
93103,180,442
93103,240,888
93103,310,1655
93103,790,7288
93103,630,27882
,,
93105,"4,700","83,034"
93105,80,293
93105,210,607
93105,490,1928
93105,570,2940
93105,1790,16962
93105,1560,60304
,,
93108,"2,430","194,749"
93108,80,432
93108,60,198
93108,120,600
93108,190,1539
93108,670,7669
93108,1310,184311
,,
93109,"1,980","43,177"
93109,40,124
93109,90,326
93109,150,582
93109,250,1378
93109,730,6454
93109,720,34313
,,
93110,"2,550","58,562"
93110,80,155
93110,140,266
93110,280,1053
93110,310,1500
93110,920,7767
93110,820,47821
,,
93111,"3,370","48,934"
93111,50,128
93111,160,281
93111,340,1054
93111,460,2193
93111,1420,11928
93111,940,33350
,,
93117,"4,570","57,133"
93117,100,309
93117,280,556
93117,510,1611
93117,680,3239
93117,2010,16673
93117,990,34745
,,
93202,160,488
93202,**,**
93202,60,74
93202,50,111
93202,30,92
93202,20,211
93202,**,**
,,
93203,430,"1,378"
93203,**,**
93203,120,152
93203,140,284
93203,90,279
93203,80,663
93203,**,**
,,
93204,170,559
93204,**,**
93204,30,45
93204,50,111
93204,50,164
93204,40,239
93204,**,**
,,
93205,60,264
93205,0,0
93205,30,61
93205,**,**
93205,30,203
93205,**,**
93205,**,**
,,
93206,90,"1,638"
93206,**,**
93206,**,**
93206,50,117
93206,**,**
93206,20,221
93206,20,1300
,,
93210,950,"5,780"
93210,30,28
93210,100,143
93210,210,522
93210,190,767
93210,350,2304
93210,70,2016
,,
93212,690,"4,304"
93212,30,9
93212,190,215
93212,200,433
93212,110,377
93212,130,794
93212,30,2476
,,
93215,"1,970","11,155"
93215,80,123
93215,480,564
93215,480,1151
93215,400,1366
93215,470,3128
93215,60,4823
,,
93219,150,438
93219,**,**
93219,60,65
93219,40,69
93219,20,65
93219,30,239
93219,**,**
,,
93221,"1,330","12,492"
93221,20,11
93221,140,251
93221,220,579
93221,230,881
93221,530,3894
93221,190,6876
,,
93223,280,848
93223,**,**
93223,100,95
93223,90,177
93223,40,121
93223,50,455
93223,**,**
,,
93224,0,0
93224,0,0
93224,0,0
93224,0,0
93224,0,0
93224,0,0
93224,0,0
,,
93225,530,"3,084"
93225,**,**
93225,70,97
93225,110,290
93225,140,633
93225,180,1329
93225,30,735
,,
93226,30,178
93226,**,**
93226,**,**
93226,**,**
93226,30,178
93226,**,**
93226,**,**
,,
93230,"5,380","40,186"
93230,130,267
93230,720,1245
93230,1100,2935
93230,1030,4055
93230,1940,13486
93230,460,18198
,,
93235,80,322
93235,**,**
93235,20,53
93235,40,104
93235,**,**
93235,20,165
93235,**,**
,,
93238,180,"1,298"
93238,30,40
93238,**,**
93238,30,146
93238,40,190
93238,80,922
93238,**,**
,,
93239,0,0
93239,0,0
93239,0,0
93239,0,0
93239,0,0
93239,0,0
93239,0,0
,,
93240,320,"1,652"
93240,**,**
93240,70,92
93240,50,126
93240,70,267
93240,110,816
93240,20,351
,,
93241,260,757
93241,**,**
93241,100,102
93241,70,153
93241,40,116
93241,50,386
93241,**,**
,,
93242,170,"1,612"
93242,**,**
93242,40,54
93242,30,103
93242,30,116
93242,70,1339
93242,**,**
,,
93243,140,928
93243,**,**
93243,30,40
93243,20,59
93243,30,114
93243,60,715
93243,**,**
,,
93244,60,559
93244,0,0
93244,20,65
93244,**,**
93244,**,**
93244,40,494
93244,**,**
,,
93245,"2,880","19,135"
93245,90,98
93245,390,550
93245,560,1388
93245,600,2142
93245,1050,7097
93245,190,7860
,,
93247,620,"3,170"
93247,30,41
93247,150,176
93247,140,267
93247,110,422
93247,150,1060
93247,40,1204
,,
93249,30,45
93249,0,0
93249,30,45
93249,**,**
93249,**,**
93249,**,**
93249,**,**
,,
93250,390,"1,498"
93250,**,**
93250,110,181
93250,110,238
93250,90,306
93250,80,773
93250,**,**
,,
93252,70,384
93252,**,**
93252,**,**
93252,40,120
93252,**,**
93252,30,264
93252,**,**
,,
93254,30,181
93254,0,0
93254,**,**
93254,**,**
93254,30,181
93254,**,**
93254,**,**
,,
93255,20,119
93255,0,0
93255,**,**
93255,20,119
93255,**,**
93255,**,**
93255,**,**
,,
93256,100,500
93256,**,**
93256,40,69
93256,30,78
93256,**,**
93256,30,353
93256,**,**
,,
93257,"3,980","21,176"
93257,140,149
93257,730,878
93257,910,2018
93257,810,2923
93257,1140,7630
93257,250,7578
,,
93263,"1,200","9,536"
93263,30,23
93263,200,269
93263,310,718
93263,240,925
93263,350,2813
93263,70,4788
,,
93265,570,"4,705"
93265,**,**
93265,60,124
93265,100,264
93265,80,315
93265,250,1903
93265,80,2099
,,
93266,60,735
93266,**,**
93266,30,47
93266,**,**
93266,30,688
93266,**,**
93266,**,**
,,
93267,250,"2,012"
93267,**,**
93267,70,224
93267,50,130
93267,40,141
93267,70,791
93267,20,726
,,
93268,"1,090","6,540"
93268,**,**
93268,130,219
93268,220,569
93268,230,955
93268,440,3208
93268,70,1589
,,
93270,260,"1,326"
93270,**,**
93270,60,54
93270,60,137
93270,50,167
93270,90,968
93270,**,**
,,
93271,340,"2,560"
93271,**,**
93271,30,61
93271,60,159
93271,60,298
93271,140,969
93271,50,1073
,,
93272,80,"2,650"
93272,20,58
93272,**,**
93272,30,120
93272,**,**
93272,30,2472
93272,**,**
,,
93274,"5,010","38,796"
93274,150,267
93274,790,1257
93274,1120,2941
93274,970,3832
93274,1640,11449
93274,340,19050
,,
93277,"5,080","35,252"
93277,140,235
93277,680,1015
93277,1000,2582
93277,1010,3970
93277,1790,13150
93277,460,14300
,,
93280,"1,000","6,147"
93280,50,76
93280,240,297
93280,250,546
93280,200,693
93280,220,1404
93280,40,3131
,,
93283,70,252
93283,**,**
93283,**,**
93283,40,98
93283,**,**
93283,30,154
93283,**,**
,,
93285,130,671
93285,20,33
93285,**,**
93285,50,164
93285,**,**
93285,60,474
93285,**,**
,,
93286,390,"2,278"
93286,**,**
93286,90,110
93286,80,178
93286,80,355
93286,120,883
93286,20,752
,,
93291,"5,700","63,714"
93291,140,290
93291,540,941
93291,950,2633
93291,1010,4034
93291,2190,16360
93291,870,39456
,,
93292,"3,890","26,308"
93292,110,160
93292,510,730
93292,790,2201
93292,780,3126
93292,1390,9990
93292,310,10101
,,
93301,870,"12,106"
93301,20,31
93301,120,179
93301,140,453
93301,150,713
93301,280,2514
93301,160,8216
,,
93304,"1,890","6,701"
93304,90,73
93304,530,635
93304,580,1417
93304,350,1455
93304,290,1935
93304,50,1186
,,
93305,"1,220","6,315"
93305,60,46
93305,280,330
93305,320,820
93305,220,842
93305,270,2003
93305,70,2274
,,
93306,"6,310","46,129"
93306,180,203
93306,840,1212
93306,1260,3179
93306,1280,4884
93306,2180,15723
93306,570,20928
,,
